"","LICENSE NUMBER","PROVIDER NAME","PROVIDER SERVICE TYPE","STREET ADDRESS","CITY","STATE","ZIP","COUNTY","ECC","CCRR","SCHOOL DISTRICT OPERATED PROGRAM","SCHOOL DISTRICT","QUALITY RATING","QUALITY RATING EFFECTIVE DATE","QUALITY RATING EXPIRATION DATE","CCCAP FISCAL AGREEMENT STATUS","CCCAP AUTHORIZATION STATUS","TOTAL LICENSED CAPACITY","LICENSED HOME CAPACITY","LICENSED CENTER INFANT CAPACITY","LICENSED CENTER TODDLER CAPACITY","LICENSED CENTER PRESCHOOL CAPACITY","LICENSED PRESCHOOL AND SCHOOL AGE CAPACITY","LICENSED SCHOOL AGE CAPACITY","LICENSED NYO CAPACITY","LICENSED RESIDENT CAMP CAPACITY","GOVERNING BODY"
"3423","64946","Peakview Preschool","Child Care Center","375 W Pine St","Walsenburg","CO","81089","Huerfano","HuLA Early Childhood Council","Childrens First",TRUE,"Huerfano School District Re-1",2,2025-01-31,2028-01-31,TRUE,FALSE,32,NA,NA,NA,32,0,NA,NA,NA,NA
"3424","1510220","Shepherd Christian Early Learning Center","Child Care Center","7691 S University BLVD","Centennial","CO","80122","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"LITTLETON 6",3,2023-11-30,2027-09-30,FALSE,FALSE,142,0,0,38,0,104,0,0,0,NA
"3425","1537483","Valley View Preschool LLC.","Child Care Center","424 Russell St","Craig","CO","81625","Moffat","Connections 4 Kids","Summit Co CCR&R",FALSE,NA,1,NA,NA,TRUE,TRUE,30,0,0,10,20,0,0,0,0,"Shelly Duzik"
"3426","1550076","Amy Yaw","Family Child Care Home",NA,"Highlands Ranch","CO","80126","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"3427","1594850","COTTONWOOD PLAINS EARLY LEARNING CHILDHOOD","Preschool Program","525 Turman DR","Fort Collins","CO","80525","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",TRUE,"Thompson School District",4,2021-05-04,2027-09-30,FALSE,FALSE,34,NA,NA,NA,0,34,NA,NA,NA,NA
"3428","1543203","DISCOVERY CANYON PRESCHOOL","Preschool Program","1810 Northgate BLVD","Colorado Springs","CO","80921","El Paso","Alliance for Kids","Alliance for Kids",TRUE,"D-20",1,NA,NA,FALSE,FALSE,15,NA,NA,NA,15,0,NA,NA,NA,NA
"3429","98070","JANELL SHOCKEY","Large Family Child Care Home",NA,"Pueblo","CO","81005","Pueblo","Pueblo Early Childhood Council","Childrens First",FALSE,"Dist 60",2,2025-05-07,2028-05-07,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"3430","1526428","HOPE MONTESSORI ACADEMY","Child Care Center","18075 Minglewood TRL","Monument","CO","80132","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,2,2023-01-17,2027-09-30,TRUE,TRUE,232,0,20,48,0,164,0,0,0,NA
"3431","6007","Widefield Parks and Recreation","Child Care Center","755 Aspen DR","Colorado Springs","CO","80911","El Paso","Alliance for Kids","Alliance for Kids",TRUE,"Widefield School District 3",1,NA,NA,FALSE,FALSE,53,NA,NA,NA,0,53,NA,NA,NA,"Widefield School District 3"
"3432","1547828","BVSD Birch Elementary Preschool","Preschool Program","1035 Birch ST","Broomfield","CO","80020","Broomfield","Broomfield Early Childhood Council","Child Care Innovations",TRUE,"Boulder Valley School District",4,2023-01-23,2027-09-30,TRUE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"3433","1537608","KINDERCARE LEARNING CENTERS LLC","Child Care Center","13990 W Bates AVE","Lakewood","CO","80228","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"JEFFERSON COUNTY R-1",4,2025-01-31,2030-03-01,TRUE,TRUE,114,0,10,34,55,0,15,0,0,NA
"3434","86358","BVSD Kohl Elementary Preschool","Preschool Program","1000 W 10th AVE","Broomfield","CO","80020","Broomfield","Broomfield Early Childhood Council","Child Care Innovations",TRUE,"Boulder Valley School District",4,2023-02-07,2027-09-30,TRUE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"3435","82677","ST MARYS PRESCHOOL","Child Care Center","215 Capitol ST","Eagle","CO","81631","Eagle","Rocky Mountain Early Childhood Council","Mountain Valley Developmental Svcs",FALSE,"Archdiocese of Denver",4,2025-09-30,2028-09-30,TRUE,TRUE,15,NA,NA,NA,15,0,NA,NA,NA,NA
"3436","85099","DPS ECE Colfax Elementary School","Child Care Center","1526 Tennyson ST","Denver","CO","80204","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver Public Schools",4,2026-01-30,2029-01-31,FALSE,FALSE,60,NA,NA,NA,60,0,NA,NA,NA,"District No 1 - Denver Public Schools"
"3437","72038","Carol Nolan","Experienced Family Child Care Home",NA,"Palmer Lake","CO","80133","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,1,NA,NA,FALSE,FALSE,8,8,0,0,NA,NA,0,0,0,NA
"3438","10699","Karval Kids Academy","Child Care Center","16232 County Road 29","Karval","CO","80823","Lincoln","Cheyenne, Kiowa, and Lincoln Counties Early Childhood Council","Cheyenne, Lincoln, Kiowa ECC",TRUE,"RE-23",2,2024-12-04,2027-12-04,FALSE,FALSE,15,0,3,2,0,10,0,0,0,"Karval School District RE-23"
"3439","86477","YMCA of the Rockies Bennett Preschool","Child Care Center","0 YMCA of the Rockies","Estes Park","CO","80511","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,"PARK (ESTES PARK) R-3",2,2023-02-24,2027-09-30,TRUE,FALSE,54,0,0,10,44,0,0,0,0,"YMCA of the Rockies"
"3440","89440","Kathryn Ohlerking","Family Child Care Home",NA,"Aurora","CO","80013","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"AURORA PUBLIC SCHOOLS",2,2025-08-04,2028-08-04,TRUE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"3441","4404","RENAISSANCE MONTESSORI ACADEMY","Child Care Center","16740 Keystone BLVD","Parker","CO","80134","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",2,2023-03-06,2027-09-30,TRUE,FALSE,100,NA,NA,NA,0,100,NA,NA,NA,NA
"3442","46101","MISSION HILLS EARLY LEARNING CENTER","Child Care Center","620 Southpark DR","Littleton","CO","80120","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Littleton Public Schools",3,2025-04-25,2029-06-30,FALSE,FALSE,163,0,0,22,0,141,0,0,0,NA
"3443","1536495","BVSD Alicia Sanchez Elementary Preschool","Preschool Program","655 Sir Galahad DR","Lafayette","CO","80026","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",TRUE,"BVSD",4,2023-01-23,2027-09-30,TRUE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"3444","92439","Montrose County Sch Dist Early Childhood","Child Care Center","900 COLORADO AVE #B","MONTROSE","CO","81401","Montrose","Bright Futures","Bright Futures",TRUE,"North Conejos RE 1J",4,2024-08-23,2029-03-31,FALSE,FALSE,144,NA,NA,NA,144,0,NA,NA,NA,NA
"3445","1553654","GOLD RUSH ELEMENTARY","Preschool Program","12021 S Swift Fox WAY","Parker","CO","80134","Douglas","Douglas County Early Childhood Council","Child Care Innovations",TRUE,"Douglas County School District",4,2026-01-09,2029-01-31,FALSE,FALSE,20,NA,NA,NA,20,0,NA,NA,NA,NA
"3446","42589","South Fellowship Early Learning Ctr","Child Care Center","6570 S BROADWAY","LITTLETON","CO","80121","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"LITTLETON 6",1,NA,NA,FALSE,FALSE,148,0,20,34,0,94,0,0,0,NA
"3447","1543290","BRECKENRIDGE MONTESSORI","Child Care Center","318 N Main ST","Breckenridge","CO","80424","Summit","Summit County Early Childhood Learning Council","Early Childhood Options",FALSE,NA,2,2024-11-23,2027-11-23,TRUE,FALSE,20,NA,NA,NA,0,20,NA,NA,NA,NA
"3448","1505704","Edgewater Preschool","Child Care Center","5570 W 24th AVE","Edgewater","CO","80214","Jefferson","Triad Early Childhood Council","Child Care Innovations",TRUE,"Jefferson County Public School",4,2024-01-26,2027-09-30,TRUE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"3449","1513115","Children's Center","Child Care Center","722 E Beaver Ave","Fort Morgan","CO","80701","Morgan","Morgan County  Partnership for Children and Families","Morgan County Partnership",TRUE,"Morgan County School District RE-3",4,2023-02-28,2027-09-30,TRUE,TRUE,120,0,10,10,0,100,0,0,0,NA
"3450","1545456","Petra Manzanares","Experienced Family Child Care Home",NA,"Pueblo","CO","81005","Pueblo","Pueblo Early Childhood Council","Childrens First",FALSE,"Dist 60",1,NA,NA,FALSE,FALSE,8,8,0,0,NA,NA,0,0,0,NA
"3451","81370","Susan Pineda","Experienced Family Child Care Home",NA,"Pueblo","CO","81005","Pueblo","Pueblo Early Childhood Council","Childrens First",FALSE,"Dist 60",2,2025-10-07,2028-10-07,TRUE,TRUE,8,8,0,0,NA,NA,0,0,0,NA
"3452","46001","TEMPLE BAPTIST CHURCH / SON SHINE INN","Child Care Center","530 F ST","Salida","CO","81201","Chaffee","Chaffee County Early Childhood Council","Childrens First",FALSE,"R 32 J",1,NA,NA,TRUE,FALSE,30,NA,NA,NA,0,30,NA,NA,NA,NA
"3453","82200","THUNDERMOUNTAIN PTO KIDS ACTIVITIES","Preschool Program","3063 F 1/2 RD","Grand Junction","CO","81504","Mesa","Mesa County Partnership for Children & Families","Hilltop/Western Colorado",TRUE,NA,2,2023-03-20,2027-09-30,FALSE,FALSE,15,NA,NA,NA,0,15,NA,NA,NA,NA
"3454","11627","MICHELLE Chandler","Experienced Family Child Care Home",NA,"Highlands Ranch","CO","80129","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",2,2023-03-28,2027-09-30,TRUE,FALSE,9,9,0,0,NA,NA,0,0,0,NA
"3455","74410","Carla Gradisar","Experienced Family Child Care Home",NA,"Pueblo","CO","81001","Pueblo","Pueblo Early Childhood Council","Childrens First",FALSE,"Dist 60",2,2023-12-11,2027-09-30,FALSE,FALSE,8,8,0,0,NA,NA,0,0,0,NA
"3456","19462","EXPLORER PRESCHOOL","Preschool Program","4190 Bardot DR","Colorado Springs","CO","80920","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"D-20",1,NA,NA,FALSE,FALSE,30,NA,NA,NA,30,0,NA,NA,NA,NA
"3457","1550023","Lynn Rusher","Family Child Care Home",NA,"Rangely","CO","81648","Rio Blanco","Connections 4 Kids","Summit Co CCR&R",FALSE,NA,1,NA,NA,TRUE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"3458","1528643","MOUNTAIN VALLEY LUTHERAN PRESCHOOL","Child Care Center","802 Brush Creek TER","Eagle","CO","81631","Eagle","Rocky Mountain Early Childhood Council","Mountain Valley Developmental Svcs",FALSE,"Eagle County",4,2024-01-31,2027-09-30,TRUE,FALSE,20,NA,NA,NA,0,20,NA,NA,NA,NA
"3459","86359","GILPIN COUNTY PRESCHOOL","Child Care Center","10595 Hwy 119","Blackhawk","CO","80422","Gilpin","Triad Early Childhood Council","Child Care Innovations",TRUE,"GILPIN COUNTY RE-1",2,2025-02-04,2028-02-04,TRUE,FALSE,80,NA,NA,NA,80,0,NA,NA,NA,NA
"3460","1535966","RED SANDSTONE ELEMENTARY PRESCHOOL PROGRAM","Child Care Center","551 North Frontage Road","Vail","CO","81657","Eagle","Rocky Mountain Early Childhood Council","Mountain Valley Developmental Svcs",TRUE,"Eagle County School District Re-50J",4,2023-07-01,2028-06-30,TRUE,TRUE,30,NA,NA,NA,30,0,NA,NA,NA,NA
"3461","86352","Woodmen Roberts Preschool","Preschool Program","8365 Orchard Path RD","Colorado Springs","CO","80919","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"D-20",1,NA,NA,FALSE,FALSE,15,NA,NA,NA,15,0,NA,NA,NA,NA
"3462","86462","Early Childhood Education/ Edison","Preschool Program","3125 N Hancock","Colorado Spings","CO","80907","El Paso","Alliance for Kids","Alliance for Kids",TRUE,"Colorado Springs School District 11",1,NA,NA,FALSE,FALSE,16,NA,NA,NA,16,0,NA,NA,NA,NA
"3463","1547774","Early Childhood Education / Jackson","Preschool Program","4340 Edwinstowe AVE","Colorado Springs","CO","80907","El Paso","Alliance for Kids","Alliance for Kids",TRUE,"Colorado Springs School District 11",1,NA,NA,FALSE,FALSE,32,NA,NA,NA,32,0,NA,NA,NA,NA
"3464","1617466","LANSING ELEMENTARY PRESCHOOL","Preschool Program","551 N Lansing ST","Aurora","CO","80010","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Aurora Public School / ADAMS-ARAPAHOE 28J",4,2025-04-11,2028-01-31,TRUE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,"Aurora Public Schools, ECE Director Cynthia Cobb"
"3465","1615786","VILLASPORT (VILLAKIDS)","Child Care Center","5904 Prairie Schooner DR","Colorado Springs","CO","80923","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,1,NA,NA,FALSE,FALSE,15,NA,NA,NA,15,0,NA,NA,NA,NA
"3466","45620","MOUNTAIN TOTS PRESCHOOL","Child Care Center","236 W 3rd ST","Eagle","CO","81631","Eagle","Rocky Mountain Early Childhood Council","Mountain Valley Developmental Svcs",FALSE,NA,4,2023-08-31,2027-09-30,TRUE,TRUE,30,NA,NA,NA,0,30,NA,NA,NA,NA
"3467","36566","Cindy Khoketkham","Family Child Care Home",NA,"Alamosa","CO","81101","Alamosa","Early Childhood Council of the San Luis Valley","ECC SLV",FALSE,"Alamosa School District",2,2023-12-20,2027-09-30,TRUE,TRUE,6,6,0,0,NA,NA,0,0,0,NA
"3468","1511522","HOFF ELEMENTARY PRESCHOOL","Preschool Program","7558 WCR 59","Keenesburg","CO","80643","Weld","Weld County’s Early Childhood Council","Promises for Children",TRUE,"School District RE-3J(Keenesburg)",1,NA,NA,FALSE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"3469","31425","KINDERCARE LEARNING CENTERS LLC","Child Care Center","14449 W 63rd PL","Arvada","CO","80004","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",4,2024-09-20,2029-10-01,TRUE,FALSE,168,0,20,40,0,108,0,0,0,NA
"3470","1516053","Angelica Gaucin","Large Family Child Care Home",NA,"Pueblo","CO","81008","Pueblo","Pueblo Early Childhood Council","Childrens First",FALSE,"Dist 60",1,NA,NA,TRUE,TRUE,12,12,0,0,NA,NA,0,0,0,NA
"3471","4850","ST LUKE'S LITTLE SCHOOL","Preschool Program","8817 S Broadway","Highlands Ranch","CO","80129","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",4,2022-12-31,2027-09-30,FALSE,FALSE,150,NA,NA,NA,0,150,NA,NA,NA,NA
"3472","1547918","Falcon CPCD Child Care Center","Child Care Center","12050 Falcon Hwy","Peyton","CO","80831","El Paso","Alliance for Kids","Alliance for Kids",TRUE,"49",4,2026-01-30,2026-06-30,TRUE,TRUE,29,0,3,6,20,0,0,0,0,NA
"3473","83310","Pamela Kerscher","Family Child Care Home",NA,"Aurora","CO","80017","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Aurora Public Schools",1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"3474","47493","Treasureland Preschool","Child Care Center","2950 S University BLVD","Denver","CO","80210","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"DENVER PUBLIC SCHOOLS",5,2023-04-30,2027-09-30,TRUE,FALSE,77,0,0,10,0,67,0,0,0,NA
"3475","1512401","BLUE HERON PRESCHOOL","Child Care Center","5987 W Dorado DR","Littleton","CO","80123","Jefferson","Triad Early Childhood Council","Child Care Innovations",TRUE,"Jefferson County Public School",4,2024-01-26,2027-09-30,TRUE,FALSE,40,NA,NA,NA,40,0,NA,NA,NA,NA
"3476","1543846","PIKES PEAK CPCD PRESCHOOL","Child Care Center","1520 Verde DR","Colorado Springs","CO","80910","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"2",4,2021-05-04,2027-09-30,TRUE,TRUE,58,0,6,12,40,0,0,0,0,NA
"3477","1528816","EDITH WOLFORD PRESCHOOL","Preschool Program","13710 Black Forest RD","Colorado Springs","CO","80908","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"D-20",1,NA,NA,FALSE,FALSE,30,NA,NA,NA,30,0,NA,NA,NA,NA
"3478","1529393","Robin Squire Gaide","Experienced Family Child Care Home",NA,"Westcliffe","CO","81252","Custer","Custer County Kids Council","Childrens First",FALSE,"C-1",2,2024-11-21,2027-11-21,TRUE,FALSE,9,9,0,0,NA,NA,0,0,0,NA
"3479","41064","Debra Bain","Experienced Family Child Care Home",NA,"Fort Morgan","CO","80701","Morgan","Morgan County  Partnership for Children and Families","Morgan County Partnership",FALSE,"School District RE-3",2,2023-04-26,2027-09-30,TRUE,FALSE,9,9,0,0,NA,NA,0,0,0,NA
"3480","1615634","MEADOWLARK PRESCHOOL","Child Care Center","2650 Table Mesa DR","Boulder","CO","80305","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"BOULDER VALLEY SCHOOL DISTRICT",1,NA,NA,FALSE,FALSE,30,NA,NA,NA,0,30,NA,NA,NA,NA
"3481","47181","CSU EARLY CHILDHOOD CENTER","Child Care Center","223 S SHIELDS ST","FORT COLLINS","CO","80521","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,NA,4,2021-11-09,2027-09-30,FALSE,FALSE,111,0,10,21,0,80,0,0,0,NA
"3482","88434","LISA ACOSTA","Experienced Family Child Care Home",NA,"Pueblo","CO","81005","Pueblo","Pueblo Early Childhood Council","Childrens First",FALSE,"Dist 60",1,NA,NA,FALSE,FALSE,9,9,0,0,NA,NA,0,0,0,NA
"3483","1537802","Angela Sandoval","Large Family Child Care Home",NA,"Colorado Springs","CO","80922","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"D-49",4,2025-06-30,2028-06-30,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"3484","92865","NATALIE LEIKAM","Experienced Family Child Care Home",NA,"Centennial","CO","80112","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"CHERRY CREEK 5",1,NA,NA,FALSE,FALSE,9,9,0,0,NA,NA,0,0,0,NA
"3485","80964","Syringa Carrizalez","Family Child Care Home",NA,"Denver","CO","80219","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver",1,NA,NA,TRUE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"3486","4403","BETHANY EARLY CHILDHOOD CENTER","Child Care Center","4500 E Hampden AVE","Cherry HIlls Village","CO","80113","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Cherry Creek",5,2023-06-30,2027-09-30,TRUE,FALSE,94,0,0,10,84,0,0,0,0,NA
"3487","1553377","HERITAGE CHRISTIAN ACADEMY","Preschool Program","2506 Zurich DR","Fort Collins","CO","80524","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,NA,1,NA,NA,FALSE,FALSE,15,NA,NA,NA,0,15,NA,NA,NA,NA
"3488","43968","Kimberly Treadway","Family Child Care Home",NA,"Pueblo West","CO","81007","Pueblo","Pueblo Early Childhood Council","Childrens First",FALSE,"Dist 70",1,NA,NA,TRUE,TRUE,6,6,0,0,NA,NA,0,0,0,NA
"3489","1522212","Early Learning Broomfield Community CTR","Preschool Program","280 Spader Way","Broomfield","CO","80020","Broomfield","Broomfield Early Childhood Council","Child Care Innovations",FALSE,"BOULDER VALLEY SCHOOL DISTRICT",5,2025-12-31,2028-12-31,FALSE,FALSE,40,NA,NA,NA,0,40,NA,NA,NA,"Broomfield Community Center"
"3490","75169","FRIENDS' SCHOOL","Child Care Center","5441 Pennsylvania AVE","Boulder","CO","80303","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"BVSD",4,2023-02-13,2028-06-30,FALSE,FALSE,45,NA,NA,NA,0,45,NA,NA,NA,NA
"3491","1536863","GREAT BEGINNINGS EARLY CHILDHOOD CENTER","Child Care Center","795 1600 RD","Delta","CO","81416","Delta","Bright Futures","Bright Futures",FALSE,NA,4,2022-10-31,2025-10-31,TRUE,TRUE,50,0,0,12,0,38,0,0,0,NA
"3492","1613520","Boulder Bilingual Childcare, INC.","Child Care Center","2700 29th ST","Boulder","CO","80301","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"Boulder Valley School District",1,NA,NA,TRUE,TRUE,64,0,0,24,0,40,0,0,0,NA
"3493","1516130","Jill Gallagher","Large Family Child Care Home",NA,"Windsor","CO","80550","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"School District RE-4 (Windsor, Severance)",1,NA,NA,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"3494","1522497","Paul Derda Early Learning Program","Preschool Program","13201 Lowell Boulevard","Broomfield","CO","80020","Broomfield","Broomfield Early Childhood Council","Child Care Innovations",FALSE,"ADAMS 12",5,2023-05-31,2027-09-30,TRUE,FALSE,28,NA,NA,NA,28,0,NA,NA,NA,NA
"3495","84641","Stratton R 4 Preschool","Preschool Program","6 Main ST","Stratton","CO","80836","Kit Carson","Early Childhood Council of Yuma, Washington, and Kit Carson","ECC Yuma, Washington, Kit Carson",TRUE,"STRATTON R-4",1,NA,NA,FALSE,FALSE,20,NA,NA,NA,20,0,NA,NA,NA,NA
"3496","1504945","DOUGLAS CTY SCHL HERITAGE PRSCHL","Preschool Program","3350 Summit View PKWY","Highlands Ranch","CO","80126","Douglas","Douglas County Early Childhood Council","Child Care Innovations",TRUE,"Douglas County School District",4,2026-01-09,2029-01-31,FALSE,FALSE,20,NA,NA,NA,20,0,NA,NA,NA,NA
"3497","28459","Parker United Methodist Church Preschool","Child Care Center","11805 Pine DR","Parker","CO","80134","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",4,2024-04-30,2027-09-30,TRUE,TRUE,163,0,0,25,0,138,0,0,0,NA
"3498","45573","ARAP COMM COLLEGE CHILD CARE CENTER","Child Care Center","5900 S Santa Fe DR","Littleton","CO","80120","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"LITTLETON 6",4,2025-06-12,2030-05-01,TRUE,TRUE,84,0,0,24,60,0,0,0,0,NA
"3499","1548484","DOUGLAS CTY SCHL LONE TREE PRSCHL","Preschool Program","9375 Heritage Hills CIR","Lone Tree","CO","80124","Douglas","Douglas County Early Childhood Council","Child Care Innovations",TRUE,"Douglas County School District",4,2026-01-09,2029-01-31,FALSE,FALSE,20,NA,NA,NA,20,0,NA,NA,NA,NA
"3500","47363","MONTVIEW COMMUNITY PRESCHOOL","Child Care Center","1980 Dahlia ST","Denver","CO","80220","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"Denver",4,2023-01-12,2028-07-01,FALSE,FALSE,104,NA,NA,NA,0,104,NA,NA,NA,NA
"3501","90817","Kelly Hobbs","Experienced Family Child Care Home",NA,"Lakewood","CO","80228","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County School District",2,2023-12-07,2027-09-30,FALSE,FALSE,9,9,0,0,NA,NA,0,0,0,NA
"3502","86455","Early Childhood Education Stratton","Preschool Program","2460 Paseo RD","Colorado Springs","CO","80903","El Paso","Alliance for Kids","Alliance for Kids",TRUE,"Colorado Springs School District 11",1,NA,NA,FALSE,FALSE,16,NA,NA,NA,16,0,NA,NA,NA,NA
"3503","45609","Gateway Montessori School","Child Care Center","1500 9th Ave","Longmont","CO","80501","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"SVVSD",3,2024-08-31,2027-08-31,TRUE,TRUE,68,0,0,18,0,50,0,0,0,NA
"3504","1532500","Word of Life Christian Center","Child Care Center","8700 E Park Meadows DR","Lone Tree","CO","80124","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",4,2025-11-30,2028-11-30,TRUE,TRUE,100,NA,NA,NA,0,100,NA,NA,NA,NA
"3505","92952","A NEW GENERATION CHILDCARE PRESCHOOL","Child Care Center","1014 Depot Hill RD","Broomfield","CO","80020","Broomfield","Broomfield Early Childhood Council","Child Care Innovations",FALSE,"BOULDER VALLEY RE 2",5,2024-01-31,2027-09-30,TRUE,TRUE,101,0,10,20,0,71,0,0,0,NA
"3506","79149","Shellie Griego Romero","Large Family Child Care Home",NA,"Alamosa","CO","81101","Alamosa","Early Childhood Council of the San Luis Valley","ECC SLV",FALSE,"Alamosa School District",2,2025-09-02,2028-09-02,TRUE,TRUE,12,NA,NA,NA,0,12,NA,NA,NA,NA
"3507","23587","Luz McPeek","Large Family Child Care Home",NA,"Montrose","CO","81401","Montrose","Bright Futures","Bright Futures",FALSE,NA,5,2024-02-29,2027-09-30,TRUE,TRUE,12,12,0,0,NA,NA,0,0,0,NA
"3508","36383","JUMP START LEARNING CENTER","Child Care Center","530 Poplar","Las Animas","CO","81054","Bent","Early Childhood Council of Bent, Otero and Crowley Counties","Childrens First",TRUE,"Las Animas School District",3,2023-05-31,2027-09-30,TRUE,TRUE,80,0,10,10,0,60,0,0,0,"Amy Deatherage"
"3509","1552067","THOMPSON R2J - COYOTE RIDGE","Preschool Program","7115 Avondale RD","Fort Collins","CO","80525","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",TRUE,"Thompson School District",4,2021-05-04,2027-09-30,FALSE,FALSE,17,NA,NA,NA,0,17,NA,NA,NA,NA
"3510","83998","CHERAW PRESCHOOL","Child Care Center","110 Lakeview AVE","Cheraw","CO","81030","Otero","Early Childhood Council of Bent, Otero and Crowley Counties","Childrens First",TRUE,"Cheraw School District",1,NA,NA,FALSE,FALSE,20,NA,NA,NA,20,0,NA,NA,NA,NA
"3511","46684","THATCHER LEARNING CENTER AT PARKVIEW","Child Care Center","522 W 15th ST","Pueblo","CO","81003","Pueblo","Pueblo Early Childhood Council","Childrens First",FALSE,"Dist 60",1,NA,NA,FALSE,FALSE,90,0,10,20,0,60,0,0,0,NA
"3512","60288","THE SPRINGS COMM. CHURCH PRESCHOOL","Preschool Program","7290 Lexington DR","Colorado Springs","CO","80918","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,1,NA,NA,FALSE,FALSE,80,NA,NA,NA,80,0,NA,NA,NA,NA
"3513","4323","SAINT LUKES LUTHERAN CHILDRENS CENTER","Child Care Center","5265 N Union BLVD","Colorado Springs","CO","80918","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,2,2024-12-18,2027-12-18,TRUE,TRUE,104,0,18,22,0,64,0,0,0,NA
"3514","67978","Mountain Shadows Montessori School","Child Care Center","4154 N 63rd ST","Boulder","CO","80301","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"Boulder Valley School District",2,2024-04-03,2027-09-30,TRUE,FALSE,90,0,0,30,0,60,0,0,0,NA
"3515","1534643","Douglas Cty Schl Rock Ridge Elem Prschl","Preschool Program","400 N Heritage RD","Castle Rock","CO","80104","Douglas","Douglas County Early Childhood Council","Child Care Innovations",TRUE,"Douglas County School District",4,2026-01-09,2029-01-31,FALSE,FALSE,38,NA,NA,NA,38,0,NA,NA,NA,NA
"3516","46939","BIXBY SCHOOL","Child Care Center","4760 Table Mesa DR","Boulder","CO","80305","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"Boulder Valley School District",4,2025-07-10,2033-06-01,FALSE,FALSE,46,NA,NA,NA,0,46,NA,NA,NA,NA
